"artist","album","release_date","tracks","album_type","markets"
"Lajan Slim","Hood Olympian Mixtape","2016-10-07",11,"album",65
"Lewis Del Mar","Lewis Del Mar","2016-10-07",10,"album",65
"Lido","Everything","2014-08-25",15,"album",65
"Loretta Lynn","White Christmas Blue","2016-10-07",12,"album",65
"Luke Haines","Smash the System","2018-05-28",1,"single",65
"Matt Chamberlain","Prometheus Risen","2016-10-07",11,"album",65
"Melissa Etheridge","Memphis Rock and Soul","2016-10-07",12,"album",65
"Meshuggah","The Violent Sleep of Reason","2016-10-07",10,"album",65
"Mo Pitney","Behind This Guitar","2016-10-07",12,"album",65
"NOFX","First Ditch Effort","2016-10-07",13,"album",65
"Norah Jones","Day Breaks","2016-10-07",12,"album",65
"OneRepublic","Oh My My","2016-12-02",16,"album",65
"Phantogram","Three","2018-09-28",18,"album",65
"Phish","Big Boat","2016-10-07",13,"album",65
"Placebo","A Place For Us To Dream","2016-10-07",36,"compilation",65
"Seasick Steve","Keepin' the Horse Between Me and the Ground","2016-10-07",20,"album",65
"Set It Off","Upside Down","2017-10-06",10,"album",65
"Shovels & Rope","Little Seeds","2016-10-07",13,"album",65
"Sonata Arctica","The Ninth Hour","2016-10-07",12,"album",65
"Sum 41","13 Voices","2016-10-07",10,"album",65
"Sylvia","It's All in the Family","2009-01-15",13,"album",65
"The Devil Wears Prada","Transit Blues","2016-10-07",11,"album",65
"The James Montgomery Blues Band","The James Montgomery Blues Band","2016-10-07",10,"album",65
"The Marcus King Band","The Marcus King Band","2016-10-07",13,"album",65
"Todd Snider","Eastside Bulldog","2016-10-07",10,"album",65
"Trails and Ways"," Own It ","2018-10-26",10,"album",65
"White Lies","Friends","2018-02-09",1,"single",65
"Agnes Obel","Citizen of Glass","2016-10-21",10,"album",65
"Amaranthe","Maximalism","2016-10-21",12,"album",65
"Amy Grant","Tennessee Christmas","2016-10-21",13,"album",65
"Ari Lennox","PHO","2016-10-21",7,"single",65
"Blind Ego","Liquid","1995-01-01",13,"album",65
"Cakes da Killa","Hedonism","2016-10-21",10,"album",65
"Chris Tomlin","Never Lose Sight","2016-10-21",14,"album",65
"Communist Daughter","The Cracks That Built the Wall","2016-10-21",11,"album",65
"Crocodiles","Dreamless","2016-04-29",12,"album",65
"David Crosby","Lighthouse","2016-11-11",1,"single",65
"Dan Layus","Dangerous Things","2016-10-21",11,"album",65
"ELEL","Geode","2016-10-21",12,"album",65
"Exile","Wrapped Up In Your Arms for Christmas","2016-10-21",10,"album",65
"FaltyDL","Heaven is for Quitters","2016-10-26",13,"album",65
"Frankie Valli","Tis the Seasons","2016-10-14",13,"album",65
"Goes Cube","Shadows Swallowed the Flood","2016-10-21",10,"album",65
"Henry Jackman","The Birth of a Nation: Original Motion Picture Score","2016-10-21",21,"album",65
"Hooton Tennis Club","Big Box of Chocolates","2016-10-21",12,"album",65
"I Prevail","Lifelines","2016-10-21",13,"album",65
"J Dilla","Jay Dee a.k.a. King Dilla","2016-10-17",8,"album",65
"Jimmy Eat World","Integrity Blues","2016-10-21",11,"album",65
"Joan As Police Woman & Benjamin Lazar Davis","Let It Be You","2018-07-20",1,"single",65
"Joe Budden","Rage & The Machine","2017-08-25",16,"album",65
"John K. Samson","Winter Wheat","2016-10-21",15,"album",65
"Jonatha Brooke","Midnight. Hallelujah","2016-10-21",11,"album",65
"Jonathan Cain","What God Wants to Hear","2016-10-21",13,"album",65
"Kadhja Bonet","The Visitor","2016-10-21",8,"album",65
"Kenny Lattimore","A Kenny Lattimore Christmas","2016-10-21",11,"album",65
"Kero Kero Bonito","Bonito Generation","2016-10-21",12,"album",65
"Kevin Fowler","Coming to a Honky Tonk Near You","2016-10-21",8,"album",65
"Korn","The Serenity of Suffering","2016-10-21",11,"album",65
"Lady Gaga","Joanne","2016-10-21",14,"album",65
"Leonard Cohen","You Want It Darker","2016-10-21",9,"album",65
"Little Monarch","Little Monarch","2016-10-21",4,"single",65
"Lost Frequencies","Less Is More","2016-10-21",16,"album",65
"Matt Redman","These Christmas Lights","2016-10-21",11,"album",65
"Melanie C","Version of Me","2007-05-08",12,"album",65
"Michael Bublé","Nobody But Me","2016-10-21",13,"album",65
"Night Riots","Love Gloom","2017-03-07",15,"album",65
"Paul & the Tall Trees","Our Love In The Light","2016-10-21",10,"album",65
"Pentatonix","A Pentatonix Christmas","2017-12-06",16,"album",65
"Planes Mistaken for Stars","Prey","2014-01-21",11,"album",65
"Playing Savage","Wild","2012-06-22",10,"album",65
"Pretenders","Alone","2018-09-04",1,"single",65
"Rascal Flatts","The Greatest Gift of All","2016-01-01",10,"album",65
"R. Kelly","12 Nights of Christmas","2016-10-21",12,"album",65
"Saint Motel","saintmotelevision","2016-10-21",10,"album",65
"Sarah McLachlan","Wonderland","2016-03-25",5,"single",65
"Savoy Motel","Savoy Motel","2016-10-21",8,"album",65
"Sho Baraka","The Narrative","2016-08-26",10,"album",65
"Sia","This Is Acting (Deluxe Version)","2016-10-21",19,"album",65
"Sleep On It","Lost Along the Way","2016-10-21",5,"single",65
"Sovereign Grace Music","Together for the Gospel Live III","2016-10-21",14,"album",65
"Stick Men","Prog Noir","2016-10-21",10,"album",65
"Streets of Laredo","Wild","2012-06-22",10,"album",65
"Syd Arthur","Apricity","2017-09-22",10,"album",65
"Tanya Tagaq","Retribution","2005-03-01",10,"album",65
"Terror Jr","Bop City","2016-10-21",8,"album",65
"The Ballroom Thieves","Deadeye","2016-10-21",14,"album",65
"The Oak Ridge Boys","Celebrate Christmas","2016-01-01",10,"album",65
"The Pretty Reckless","Who You Selling For","2016-10-21",12,"album",65
"The Radio Dept.","Running Out of Love","2016-10-21",10,"album",65
"The Riptide Movement","Ghosts","2018-06-08",7,"album",65
"Totorro","Come to Mexico","2016-10-21",11,"album",65
"Tyler Glenn","Excommunication","2016-10-21",13,"album",65
"Van Der Graaf Generator","Do Not Disturb","2018-09-02",15,"album",65
"Wovenwar","Honor Is Dead","2016-10-21",11,"album",65
"Aaron Lee Tasjan","Silver Tears","2016-10-28",12,"album",65
"A Boogie Wit Da Hoodie","TBA","2016-10-28",6,"single",65
"About A Mile","Trust You All the Way","2016-10-28",10,"album",65
"Adulescens","Ataxia","2018-09-07",16,"album",65
"Alejandro Escovedo","Burn Something Beautiful","2016-10-28",13,"album",65
"Avenged Sevenfold","The Stage","2017-06-16",11,"album",65
"Barnaby Carter","While It Still Blooms","2016-10-28",12,"album",65
"Bear McCreary","Outlander: The Series","2014-09-12",1,"single",65
"Big Flock","The Great Depression","2018-08-10",12,"album",65
"Brandt Brauer Frick","Joy","2014-09-09",15,"album",65
"Brett Eldredge","Glow","2018-10-26",18,"album",65
"Car Bomb","Meta","2017-02-03",11,"album",65
"Cerrone","Red Lips","2015-11-30",1,"single",65
"Crowbar","The Serpent Only Lies","2016-10-28",10,"album",65
"CRX","New Skin","1974-08-11",11,"album",65
"Dan Whitehouse","EP3","2014-01-01",4,"single",65
"Datura4","Hairy Mountain","2016-10-28",10,"album",65
"David Teie","Music for Cats","2010-02-02",15,"compilation",65
"Declan O'Rourke","In Full Colour","2014-01-01",27,"album",65
"Dee Snider","We Are the Ones","2011-01-01",8,"album",65
"D.I.T.C.","Sessions","2015-01-12",12,"album",65
"DJ Paul","Yots (Year of the Six), Pt. 1","2016-10-28",16,"album",65
"DJ Rude One","ONEderful","2016-10-28",10,"album",65
"Dope","Blood Money Part 1","2011-10-03",16,"compilation",65
"Empire of the Sun","Two Vines","2016-10-28",11,"album",65
"Fewjar","Until","2018-06-29",20,"album",65
"Foreign Fields","Take Cover","2016-10-28",12,"album",65
"Frank Iero and the Patience","Parachutes","2000-07-10",10,"album",65
"Jim James","Eternally Even","2016-11-04",9,"album",65
"Kate Tempest","Let Them Eat Chaos","2016-10-07",13,"album",65
"Lambchop","Flotus","2016-11-04",11,"album",65
"Laura Pausini","Laura Navidad","2012-01-12",1,"single",65
"Lee Fields & The Expressions","Special Night","2007-01-22",11,"album",65
"lil aaron","GLOING PAIN$","2016-10-31",7,"album",65
"Michael Ball & Alfie Boe","Together","2016-04-08",12,"album",65
"Minihorse","Big Lack","2016-11-11",5,"single",65
"MonkeyJunk","Time to Roll","2013-04-16",10,"album",65
"Mother Love Bone","On Earth As It Is: The Complete Works","2016-11-04",40,"album",65
"Nathan Sykes","Unfinished Business","2016-11-04",16,"album",65
"NOW That's What I Call Music","Vol. 60","2016-11-04",36,"compilation",65
"Pixie Geldof","I'm Yours","2010-02-15",7,"compilation",65
"Pretty Maids","Kingmaker","2016-11-04",12,"album",65
"Robbie Williams","Heavy Entertainment Show","2016-11-04",16,"album",65
"Rossington","Take It On Faith","2016-11-04",12,"album",65
"SayWeCanFly","Blessed Are Those","2016-11-04",11,"album",65
"Shirley Collins","Lodestar","2016-11-04",10,"album",65
"Sims","More Than Ever","2018-08-14",14,"album",65
"STRFKR","Being No One, Going Nowhere","2016-11-04",11,"album",65
"Susan Boyle","A Wonderful World","1968-01-01",11,"album",65
"Tender","EPIII","2015-08-08",2,"single",65
"The Chainsmokers","Collage","2015-10-16",12,"album",65
"The Darcys","Centerfold","2016-02-26",11,"album",65
"The Intended","Time Will Tell","2017-11-08",1,"single",65
"The Kentucky Headhunters","On Safari","2016-11-04",12,"album",65
"The Pooches","The Pooches","2016-09-09",10,"album",65
"Tinashe","Nightride","2016-11-04",15,"album",65
"Todd Chrisley","A Chrisley Christmas","2016-11-04",14,"album",65
"Tyvek","Origin of What","2016-11-04",12,"album",65
"Vader","The Empire","1996-04-15",11,"album",65
"v01d","Greeted As Liberators","2016-11-04",9,"album",65
"Waterparks","Double Dare","2016-11-03",13,"album",65
"Wolves at the Gate","Types & Shadows","2011-01-01",10,"album",65
"OG Maco","For Scott","2015-07-30",12,"album",65
"Belly of Paris","Peste","2017-06-09",20,"album",65
"Thirsty","Albatross","2014-05-27",10,"album",65
"Wakrat","Wakrat","2016-11-08",9,"album",65
"e-dubble"," Two Tone Rebel","2016-11-08",10,"album",65
"Young Lito","In Due Time","2014-04-22",8,"single",65
"Dumbfoundead","We Might Die","2016-11-10",10,"album",65
"Shakka","The Island","2016-01-15",6,"single",65
"A Tribe Called Quest -We got it from Here… Thank You 4 Your service","11/11","1993-05-25",20,"album",65
"Alex Clare","Tail of Lions","2017-01-20",10,"album",65
"Animals As Leaders","The Madness of Many","2016-11-11",10,"album",65
"Balkan Beat Box","Shout It Out","2010-06-08",12,"album",65
"Belly","Inzombia","2016-11-11",11,"album",65
"Billy Momo","Seven Rivers Wild","2016-11-11",13,"album",65
"Blue Rodeo","1000 Arms","2016-11-11",12,"album",65
"Bobby Bazini","Summer Is Gone","2016-10-15",13,"album",65
"Body/Head","No Waves","2018-08-13",1,"single",65
"Bry","Bry","2018-07-13",10,"album",65
"Busted","Night Driver","2008-10-17",11,"album",65
"Cath Tyldesley","Rise","2018-05-25",1,"single",65
"Chevy Woods","Gang Shit Only","2017-04-15",13,"album",65
"Cledus T. Judd","Things I Remember Before I Forget","2016-09-30",37,"album",65
"Conspire","The Scenic Route","2012-03-28",14,"album",65
"Cory Hanson","The Unborn Capitalist From Limbo","2016-11-11",8,"album",65
"Daniel Bachman","Daniel Bachman","2014-07-15",8,"album",65
"Dave Wanamaker","Shelter","2016-08-12",1,"single",65
"Dragonette","Royal Blues","2016-11-11",13,"album",65
"Emeli Sandé","Long Live The Angels","2016-11-11",18,"album",65
"Enigma","The Fall of a Rebel Angel","2016-11-11",12,"album",65
"Ennio Morricone","Morricone 60","2016-11-11",23,"album",65
"Forth Wanderers","Slop","2016-08-12",1,"single",65
"Garth Brooks & Trisha Yearwood","Christmas Together","2017-10-27",12,"album",65
"Home Free","Full Of (Even More) Cheer","2016-11-11",10,"album",65
"Hunted","Hunted","2015-10-02",1,"single",65
"In Flames","Battles","2002-05-13",11,"album",65
"Jacuzzi Boys","Ping Pong","2014-07-03",13,"album",65
"James Hall & The Steady Wicked","Electric Hex","2016-11-11",10,"album",65
"John Sinclair","Beatnik Youth Ambient","2016-11-11",4,"album",65
"Leslie Odom Jr."," Simply Christmas ","2017-10-27",12,"album",65
"Martha Wainwright","Goodnight City","2016-11-11",12,"album",65
"Marty Baller","Marty G Raw","2017-01-03",9,"album",65
"Nathan Sykes","Unfinished Business","2016-11-04",16,"album",65
"Olly Murs","24 HRS","2016-11-11",16,"album",65
"O.T. Genasis","Coke N Butter","2016-11-11",12,"album",65
"OWEL","dear me","2018-05-16",5,"single",65
"Pavo Pavo","Young Narrator in the Breakers","2016-11-11",12,"album",65
"Rhonda Vincent","All the Rage","2012-01-01",10,"album",65
"Rik Emmett & RESolution 9","RES9","2016-11-11",11,"album",65
"Rodney Cunningham","God Is so Good","2018-09-10",1,"single",65
"Romare","Love Songs: Pt. Two","2014-09-18",14,"compilation",65
"Ronnie Dunn","Tattooed Heart","2016-11-11",12,"album",65
"Sad13","Slugger","2016-02-24",10,"album",65
"Simple Minds","Simple Minds Acoustic","2016-11-11",12,"album",65
"Sirenia","Dim Days of Dolor","2016-11-11",12,"album",65
"Sleigh Bells","Jessica Rabbit","2016-11-11",14,"album",65
"Sting","57th & 9th","2016-11-11",13,"album",65
"Superjoint","Caught Up in the Gears of Application","2016-11-11",11,"album",65
"The Japanese House","Swim Against the Tide","2016-11-11",4,"single",65
"The Men","Devil Music","1992-01-01",14,"album",65
"Enuff Z'Nuff","Clowns Lounge","2016-12-02",12,"album",65
"Grace VanderWaal","Perfectly Imperfect","2016-12-02",5,"single",65
"Guy Sebastian","Part 1 EP","2011-05-30",2,"single",65
"Hollow Earth","Dead Planet","2008-04-14",12,"album",65
"Jean-Michel Jarre","Oxygène 3","2016-12-02",8,"album",65
"John Legend","Darkness And Light","2016-12-02",12,"album",65
"Kane Brown","Kane Brown","2017-10-06",15,"album",65
"Kate Bush","Before the Dawn (Live)","2016-12-02",29,"album",65
"Lin-Manuel Miranda","The Hamilton Mixtape","2016-12-02",23,"compilation",65
"Måns Zelmerlöw","Chameleon","2017-08-07",1,"single",65
"Marracash & Guè Pequeno","Santeria","2016-06-24",15,"album",65
"Night Ranger","35 Years and A Night in Chicago","2016-12-02",18,"album",65
"Peter Doherty","Hamburg Demonstrations","2016-12-02",11,"album",65
"Sienna Skies","A Darker Shade of Truth","2016-12-02",10,"album",65
"Smoke DZA & Pete Rock","Don't Smoke Rock","2016-12-02",13,"album",65
"Soviet Soviet","Endless","2017-02-23",2,"single",65
"Sweet California","3","2018-09-28",18,"album",65
"The Last Shadow Puppets","The Dream Synopsis EP","2016-12-02",6,"single",65
"The Rolling Stones","Blue & Lonesome","2015-12-04",16,"album",65
"Tiziano Ferro","Il Mestiere Della Vita","2016-12-02",13,"album",65
"Vaults","Caught In Still Life","2016-12-02",13,"album",65
"Trina","Dynasty 6","2007-04-24",12,"album",65
"CJ Fly","Flytrap","2016-12-09",14,"album",65
"Crown Bella","Crown Me Two","2018-05-25",1,"single",65
"Charles Hamilton","Hamilton, Charles","2015-03-18",1,"single",65
"Dreamshade","Vibrant","2016-12-09",12,"album",65
"J. Cole","4 Your Eyez Only","2016-12-09",10,"album",65
"Lloyd","Tru EP","2016-12-09",5,"single",65
"Mako","Hourglass","2016-12-09",13,"album",65
"Maria Taylor","In the Next Life","2016-12-09",10,"album",65
"Neil Young","Peace Trail","2016-12-02",10,"album",65
"Peter Broderick","Grunewald","2016-05-27",8,"album",65
"Post Malone","Stoney","2016-12-09",18,"album",65
"Ruelle","Madness EP","2011-10-04",6,"single",65
"Shorty","Moesh Music","2016-12-09",13,"album",65
"Tech N9ne","The Storm","2018-06-08",1,"single",65
"Those Who Fear","State of Mind","2017-11-24",12,"album",65
"Tuki Carter","Tuki Toker","2016-12-09",10,"album",65
"Various Artists","Hidden Figures: The Album","2016-12-09",10,"compilation",65
"Various Artists","La La Land: Original Motion Picture Soundtrack","2010-10-20",28,"album",65
"Zao","The Well-Intentioned Virus","2016-12-09",10,"album",65
"Murda","Keep God First","2018-09-03",15,"album",65
"Choo Jackson","Choo Where U Goin?","2016-12-12",12,"album",65
"Dro Fe","Narcoworld","2016-12-12",13,"album",65
"Coca Vango","Cocaine Flow 2","2016-12-13",10,"album",65
"Compton Menace","Backwards & Twisted","2018-10-19",1,"single",65
"Jamil","Black Book 2","2016-12-15",14,"album",65
"Stepson","The Beautiful Lie","2016-12-15",3,"single",65
"Aaron Rose","Elixir","1995-08-22",11,"album",65
"Gabrielle Aplin","Miss You","2017-10-26",1,"single",65
"Gucci Mane","The Return of East Atlanta Santa","2016-12-16",13,"album",65
"Kid Cudi","Passion, Pain & Demon Slayin'","2016-12-16",19,"album",65
"Michael Angelakos","Merry Christmas, Mr. Fields","2016-12-16",15,"album",65
"Stefflon Don","Real Ting Mixtape","2016-12-16",11,"album",65
"Sk8"," Late 2 The Party","2016-12-16",14,"album",65
"Taylor J & Lex Luger","The 91 Family","2016-12-16",8,"album",65
"The LOX","Filthy America... It's Beautiful","2016-12-16",12,"album",65
"Various Artists","Insecure (Music from the HBO Original Series)","2017-09-08",23,"compilation",65
"Snacks","Vibe Wit Me","2018-08-17",1,"single",65
"Young Sizzle","I.O.U.","2013-01-01",1,"single",65
"Nine Inch Nails","Not the Actual Events","2016-12-23",5,"single",65
"President T","T On The Wing","2016-12-23",12,"album",65
"Roy Woods","Nocturnal","2016-12-23",7,"album",65
"Troy Ave","White Christmas 4","2016-12-24",13,"album",65
"Yo Gotti","White Friday (CM9)","2016-12-23",11,"album",65
"24hrs","Sunset Blvd EP","2017-06-23",5,"single",65
"Run the Jewels","Run the Jewels 3","2016-12-25",14,"album",65
"Velial Squad","PULSAR","2018-02-23",1,"single",65
"Everybody Hear's Lyrics Song","Knights","2013-10-29",7,"album",65
"Austin Mahone"," For Me+You","2018-07-27",10,"album",65
"MIK","Last of the Real","2018-06-28",1,"single",65
"Brian Eno","Reflection","2015-01-30",14,"album",65
"Chief Keef","Two Zero One Seven","2017-01-13",18,"album",65
"CHRISTON","Towns","2013-01-01",11,"album",65
"Sonta","In My Feelings","2018-05-25",12,"album",65
"Tory Lanez","Chixtape 4","2017-01-24",1,"single",65
"Trinidad James","The Wake Up 2","2014-09-08",17,"album",65
"Bloody Engine","The Culture of Fear","2017-01-03",9,"album",65
"Pink Guy","Pink Season","2017-01-04",33,"album",65
"Walter Etc.","Always Leaving","2017-06-13",1,"single",65
"Sail On! Sail On!","You Are Not You","2013-10-08",5,"single",65
"Ismo","De Waarheid 2","2017-01-05",9,"album",65
"Breathe Carolina","Oh So Hard EP","2016-12-23",4,"single",65
"Chasing Safety","Nomad","2017-05-19",1,"single",65
"Dale Watson and Ray Benson","Dale & Ray","2015-07-17",12,"album",65
"Eric North","terminal_2","2017-03-20",11,"album",65
"Alex Wiley & Mike Gao","Village Party III: Stoner Symphony","2017-01-18",15,"album",65
"Kodie Shane","Big Trouble Little Jupiter","2018-01-02",10,"album",65
"AFI","AFI (The Blood Album)","2017-01-20",14,"album",65
"Alejandro Escovedo","Burn Something Beautiful","2016-10-28",13,"album",65
"As It Is","okay.","1997-05-28",12,"album",65
"Austra","Future Politics","2017-01-20",11,"album",65
"Aviana","Polarize","2017-01-20",10,"album",65
"Bill & Phil","Songs of Darkness and Despair","2017-10-03",13,"album",65
"Cardi B","Gangsta Bitch Music Vol. 2","2017-01-20",10,"album",65
"Cherry Glazerr","Apocalipstick","2017-01-20",11,"album",65
"Chris Thile & Brad Mehldau","Chris Thile & Brad Mehldau","2017-01-20",11,"album",65
"Foxygen","Hang","1996-03-03",12,"album",65
"Frank Carter & the Rattlesnakes","Modern Ruin","2017-01-20",12,"album",65
"Joan of Arc","He's Got The Whole This Land Is Your Land In His Hands","2017-01-20",11,"album",65
"John Mayer","The Search For Everything: Wave 1","2017-01-20",4,"single",65
"Kamakaze & Massappeals","Royal Blud","2017-01-20",5,"single",65
"Kid Koala","Music To Draw To: Satellite","2017-01-20",18,"album",65
"Lil Skies","Alone","2018-09-04",1,"single",65
"Loyle Carner","Yesterday's Gone","2017-01-20",15,"album",65
"Michael Chapman","50","2003-01-01",19,"album",65
"Mick Harvey","Intoxicated Women","2017-01-20",15,"album",65
"Molly Brazy","Molly World","2018-03-09",14,"album",65
"Navarone","Oscillation","2017-02-17",1,"single",65
"Palisades","Palisades","2017-01-20",11,"album",65
"Problem","Chachiville","2017-01-20",13,"album",65
"Shy Girls","Salt","2015-07-04",6,"single",65
"Starset","Vessels","2017-01-20",15,"album",65
"The Proper Ornaments","Foxhole","2017-03-24",11,"album",65
"Tim Cohen","Luck Man","2011-09-09",14,"album",65
"Tycho","Epoch","2016-09-30",11,"album",65
"Una Healy","The Waiting Game","2018-07-04",7,"album",65
"William Basinski","A Shadow In Time","2017-01-20",2,"album",65
"WSTR","Red, Green, or Inbetween","2017-01-20",11,"album",65
"Ybs Skola","Only Hope","2017-01-20",10,"album",65
"Curtismith","Soully, yours","2017-02-13",7,"album",65
"Lil Wop -Wopavelli","1/13","2016-08-12",38,"album",65
"Aborym","Shifting.Negative","2017-01-25",10,"album",65
"Code","Lost Signal EP","2013-06-19",5,"single",65
"Toki Asako","Pink","2010-01-01",16,"album",65
"Mozzy","Fake Famous","2017-01-26",16,"album",65
"The Tiger Lillies","Cold Night in Soho","2017-01-26",16,"album",65
"Allison Crutchfield","Tourist in This Town","2017-01-27",10,"album",65
"Ariel Pink & Weyes Blood","Myths 002","2017-01-27",4,"single",65
"Bell Biv DeVoe","Three Stripes","2017-01-27",10,"album",65
"Betraying the Martyrs","The Resilient","2017-01-27",12,"album",65
"Boldy James","The Art of Rock Climbing","2017-01-27",7,"album",65
"Brantley Gilbert","The Devil Don't Sleep","2017-01-27",16,"album",65
"Brigitte DeMeyer & Will Kimbrough","Mockingbird Soul","2017-01-27",12,"album",65
"Cloud Nothings","Life Without Sound","2017-01-27",9,"album",65
"Dangerkids","blacklist_","2017-01-27",11,"album",65
"Deaf Havana","All These Countless Nights","2017-10-27",27,"album",65
"Delbert McClinton & Self-Made-Men","Prick of the Litter","2017-01-27",12,"album",65
"Delicate Steve","This Is Steve","2017-01-27",10,"album",65
"Emptyset","Borders","2013-03-21",13,"album",65
"Fancey","Love Mirage","2016-03-11",2,"single",65
"Gabriel Garzón-Montano","Jardin","2017-01-27",10,"album",65
"Greywind","Afterthoughts","2017-01-27",10,"album",65
"Hour of Penance","Cast the First Stone","2017-01-27",9,"album",65
"Howe Gelb","Future Standards","2017-01-27",12,"album",65
"Japandroids","Near To The Wild Heart Of Life","2017-01-27",8,"album",65
"John Garcia","The Coyote Who Spoke In Tongues","2017-01-27",11,"album",65
"JT Woodruff","Lonesome","2008-01-01",14,"album",65
"Julie Byrne","Not Even Happiness","2017-01-27",9,"album",65
"Kehlani","SWEETSEXYSAVAGE","2017-01-27",19,"album",65
"Kreator","Gods of Violence","2017-01-27",25,"album",65
"Lauren Alaina","Road Less Traveled","2017-01-27",12,"album",65
"Leopold and His Fiction","Darling Destroyer","2017-01-27",11,"album",65
"Mark Eitzel","Hey Mr. Ferryman","2017-01-27",13,"album",65
"Matt Martians","The Drum Chord Theory","2017-01-27",12,"album",65
"MICH","MICH","2015-05-22",12,"album",65
"Migos","Culture","2018-01-26",24,"album",65
"NEW GEN","New Gen","2017-01-27",17,"album",65
"P.O.S.","Chill, dummy","2017-01-27",12,"album",65
"Priests","Nothing Feels Natural","2017-01-27",10,"album",65
"Quinn Sullivan","Midnight Highway","2017-01-27",13,"album",65
"Sharky Major","Resurgence","2016-08-25",4,"album",65
"Sleater-Kinney","Live in Paris","2002-01-01",12,"album",65
"Sonder","Into EP","2015-11-06",5,"single",65
"Stef Chura","Messes","2017-01-27",11,"album",65
"Stephen Pearcy","Smash","1999-01-01",15,"album",65
"The Northern","Solstice","2018-08-17",15,"compilation",65
"The Pinc Lincolns","Joy To The World","2008-09-01",11,"album",65
"Tift Merritt","Stitch Of The World","2017-01-27",10,"album",65
"Tobin Sprout","The Universe and Me","2001-01-01",13,"album",65
"Train","a girl a bottle a boat","2017-01-27",11,"album",65
"Ty Segall","Ty Segall","2018-01-26",19,"album",65
"Various Artists","NOW That's What I Call Music! 61","2017-01-27",22,"compilation",65
"Michael Bolton","Songs of Cinema","2017-02-10",10,"album",65
"Mors Principium Est ","Embers of a Dying World","2017-02-10",10,"album",65
"Mother Mother","No Culture","2017-02-10",10,"album",65
"Nines","One Foot Out","2009-10-28",12,"album",65
"Overkill","The Grinding Wheel","2017-02-10",11,"album",65
"Paul White ft Danny Brown","Accelerator","2018-10-19",1,"single",65
"Quelle Chris","Being You Is Great, I Wish I Could Be You More Often","2017-02-10",17,"album",65
"Rag 'n' Bone Man","Human","2016-06-10",14,"album",65
"Sages","Sleepwalker","2018-01-26",8,"album",65
"Sinkane","Life & Livin' It","2018-08-10",14,"album",65
"Tall Ships","Impressions","2016-04-15",6,"single",65
"Teen Daze","Themes For Dying Earth","2017-02-10",11,"album",65
"The Mysterons","Meandering","2018-10-03",10,"album",65
"The Sadies","Northern Passages","2017-02-10",11,"album",65
"Thievery Corporation","The Temple of I & I","2017-02-10",15,"album",65
"Thundamentals","Everyone We Know","2017-02-10",15,"album",65
"Ralo","Famerican Gangster 2","2017-02-12",16,"album",65
"BTS","You Never Walk Alone","2017-02-13",18,"album",65
"CRACKHOUSE","CRACKHOUSE","2010-07-18",10,"album",65
"Go Yayo","Fucc Yayo","2017-02-17",17,"album",65
"Moneybagg Yo","Heartless","2018-02-14",18,"album",65
"Iguana Death Cult","The First Stirrings Of Hideous Insect Life","2017-02-16",9,"album",65
"Jay Fizzle","Life of a Lul Gangsta","2017-02-16",13,"album",65
"Skyburial","Faithless Eternal","2016-02-16",5,"single",65
"Starlito","Manifest Destiny","2017-02-16",14,"album",65
"Animal Collective","The Painters EP","2017-02-17",4,"single",65
"Artefakt","Kinship","2016-11-25",9,"album",65
"Battle Beast"," Bringer of Pain ","2017-02-17",13,"album",65
"Benighted","Necrobreed","2017-02-24",14,"album",65
"Cassie Marin","Plastique Days","2017-02-17",7,"album",65
"Charlie Wilson","In It to Win It","2017-02-17",13,"album",65
"Crystal Viper","Queen Of The Witches","2017-02-17",10,"album",65
"Danny Worsnop","The Long Road Home","2017-02-17",12,"album",65
"Darkest Hour","Godless Prophets & the Migrant Flora","2017-03-10",12,"album",65
"Dutch Uncles","Big Balloon","2017-02-17",10,"album",65
"Eisley","I'm Only Dreaming","2017-02-17",11,"album",65
"Fat Joe and Remy Ma","Plata O Plomo","2017-02-17",12,"album",65
"Flume","Skin Companion EP II","2017-02-17",4,"single",65
"Frontier Ruckus","Enter The Kingdom","2017-02-17",11,"album",65
"Future","Future","2018-10-19",16,"album",65
"Ghost Key","If I Don't Make It","2017-02-17",10,"album",65
"Hanni El Khatib","Savage Times","2018-01-01",19,"album",65
"High Plains","Cinderland","2017-03-10",9,"album",65
"Jens Lekman","Life Will See You Now","2017-02-17",10,"album",65
"Jidenna","The Chief","2017-02-17",14,"album",65
"Jonwayne","Rap Album Two","2017-02-17",12,"album",65
"Lorna Shore","Flesh Coffin","2017-02-17",10,"album",65
"Maggie Rogers","Now That The Light Is Fading","2017-02-16",5,"single",65
"Matt Pyror","Memento Mori","2016-08-19",15,"album",65
"Moss","Strike","2006-10-03",30,"album",65
"Mozart's Sister","Field Of Love","2014-10-06",12,"album",65
"Mystery Weekend","Surprise!","2015-04-25",11,"album",65
"Nikki Lane","Highway Queen","2017-02-17",10,"album",65
"Parallels","Metropolis","2017-03-03",15,"album",65
"Pegi Young & The Survivors","Raw","2017-07-31",21,"compilation",65
"Ryan Adams","Prisoner","2017-02-17",12,"album",65
"Sam Patch","Yeah You, And I","2017-02-17",8,"album",65
"Son Volt","Notes Of Blue","1995-02-28",15,"compilation",65
"Strand of Oaks","Hard Love","2012-04-24",13,"album",65
