"artist","album","release_date","tracks","album_type","markets","target"
"Hiss Golden Messenger","Heart Like a Levee",2016-10-07,11,"album",65,0
"Jamestown Revival","The Education of a Wandering Man",2016-10-07,12,"album",65,0
"Joyce Manor","Cody",2016-08-05,14,"album",65,0
"Julia Jacklin","Don't Let the Kids Win",2016-10-07,11,"album",65,0
"Kate Tempest","Let Them Eat Chaos",2016-10-07,13,"album",65,0
"Kyng","Breathe In the Water",2016-10-07,14,"album",65,0
"Lajan Slim","Hood Olympian Mixtape",2016-10-07,11,"album",65,0
"Lewis Del Mar","Lewis Del Mar",2016-10-07,10,"album",65,0
"Lido","Everything",2014-08-25,15,"album",65,0
"Loretta Lynn","White Christmas Blue",2016-10-07,12,"album",65,0
"Luke Haines","Smash the System",2018-05-28,1,"single",65,0
"Matt Chamberlain","Prometheus Risen",2016-10-07,11,"album",65,0
"Melissa Etheridge","Memphis Rock and Soul",2016-10-07,12,"album",65,0
"Meshuggah","The Violent Sleep of Reason",2016-10-07,10,"album",65,0
"Mo Pitney","Behind This Guitar",2016-10-07,12,"album",65,0
"NOFX","First Ditch Effort",2016-10-07,13,"album",65,0
"Norah Jones","Day Breaks",2016-10-07,12,"album",65,0
"OneRepublic","Oh My My",2016-12-02,16,"album",65,1
"Phantogram","Three",2018-09-28,18,"album",65,0
"Phish","Big Boat",2016-10-07,13,"album",65,0
"Placebo","A Place For Us To Dream",2016-10-07,36,"compilation",65,0
"Seasick Steve","Keepin' the Horse Between Me and the Ground",2016-10-07,20,"album",65,0
"Set It Off","Upside Down",2017-10-06,10,"album",65,0
"Shovels & Rope","Little Seeds",2016-10-07,13,"album",65,0
"Sonata Arctica","The Ninth Hour",2016-10-07,12,"album",65,0
"Sum 41","13 Voices",2016-10-07,10,"album",65,0
"Sylvia","It's All in the Family",2009-01-15,13,"album",65,0
"The Devil Wears Prada","Transit Blues",2016-10-07,11,"album",65,0
"The James Montgomery Blues Band","The James Montgomery Blues Band",2016-10-07,10,"album",65,0
"The Marcus King Band","The Marcus King Band",2016-10-07,13,"album",65,0
"Todd Snider","Eastside Bulldog",2016-10-07,10,"album",65,0
"White Lies","Friends",2018-02-09,1,"single",65,0
"Agnes Obel","Citizen of Glass",2016-10-21,10,"album",65,0
"Amaranthe","Maximalism",2016-10-21,12,"album",65,0
"Amy Grant","Tennessee Christmas",2016-10-21,13,"album",65,0
"Ari Lennox","PHO",2016-10-21,7,"single",65,0
"Cakes da Killa","Hedonism",2016-10-21,10,"album",65,0
"Chris Tomlin","Never Lose Sight",2016-10-21,14,"album",65,0
"Communist Daughter","The Cracks That Built the Wall",2016-10-21,11,"album",65,0
"Crocodiles","Dreamless",2016-04-29,12,"album",65,0
"David Crosby","Lighthouse",2016-11-11,1,"single",65,0
"Dan Layus","Dangerous Things",2016-10-21,11,"album",65,0
"ELEL","Geode",2016-10-21,12,"album",65,0
"Exile","Wrapped Up In Your Arms for Christmas",2016-10-21,10,"album",65,0
"FaltyDL","Heaven is for Quitters",2016-10-26,13,"album",65,0
"Frankie Valli","Tis the Seasons",2016-10-14,13,"album",65,0
"Goes Cube","Shadows Swallowed the Flood",2016-10-21,10,"album",65,0
"Henry Jackman","The Birth of a Nation: Original Motion Picture Score",2016-10-21,21,"album",65,0
"Hooton Tennis Club","Big Box of Chocolates",2016-10-21,12,"album",65,0
"I Prevail","Lifelines",2016-10-21,13,"album",65,0
"J Dilla","Jay Dee a.k.a. King Dilla",2016-10-17,8,"album",65,0
"Jimmy Eat World","Integrity Blues",2016-10-21,11,"album",65,0
"Joan As Police Woman & Benjamin Lazar Davis","Let It Be You",2018-07-20,1,"single",65,1
"Joe Budden","Rage & The Machine",2017-08-25,16,"album",65,1
"John K. Samson","Winter Wheat",2016-10-21,15,"album",65,0
"Jonatha Brooke","Midnight. Hallelujah",2016-10-21,11,"album",65,0
"Jonathan Cain","What God Wants to Hear",2016-10-21,13,"album",65,0
"Kadhja Bonet","The Visitor",2016-10-21,8,"album",65,0
"Kenny Lattimore","A Kenny Lattimore Christmas",2016-10-21,11,"album",65,0
"Kero Kero Bonito","Bonito Generation",2016-10-21,12,"album",65,0
"Kevin Fowler","Coming to a Honky Tonk Near You",2016-10-21,8,"album",65,0
"Korn","The Serenity of Suffering",2016-10-21,11,"album",65,0
"Lady Gaga","Joanne",2016-10-21,14,"album",65,0
"Leonard Cohen","You Want It Darker",2016-10-21,9,"album",65,0
"Little Monarch","Little Monarch",2016-10-21,4,"single",65,0
"Lost Frequencies","Less Is More",2016-10-21,16,"album",65,0
"Matt Redman","These Christmas Lights",2016-10-21,11,"album",65,0
"Melanie C","Version of Me",2007-05-08,12,"album",65,0
"Michael Bublé","Nobody But Me",2016-10-21,13,"album",65,0
"Night Riots","Love Gloom",2017-03-07,15,"album",65,0
"Paul & the Tall Trees","Our Love In The Light",2016-10-21,10,"album",65,0
"Pentatonix","A Pentatonix Christmas",2017-12-06,16,"album",65,0
"Planes Mistaken for Stars","Prey",2014-01-21,11,"album",65,0
"Playing Savage","Wild",2012-06-22,10,"album",65,1
"Pretenders","Alone",2018-09-04,1,"single",65,0
"Rascal Flatts","The Greatest Gift of All",2016-01-01,10,"album",65,0
"R. Kelly","12 Nights of Christmas",2016-10-21,12,"album",65,0
"Saint Motel","saintmotelevision",2016-10-21,10,"album",65,0
"Savoy Motel","Savoy Motel",2016-10-21,8,"album",65,0
"Sho Baraka","The Narrative",2016-08-26,10,"album",65,1
"Sia","This Is Acting (Deluxe Version)",2016-10-21,19,"album",65,0
"Sleep On It","Lost Along the Way",2016-10-21,5,"single",65,0
"Sovereign Grace Music","Together for the Gospel Live III",2016-10-21,14,"album",65,0
"Stick Men","Prog Noir",2016-10-21,10,"album",65,0
"Streets of Laredo","Wild",2012-06-22,10,"album",65,1
"Syd Arthur","Apricity",2017-09-22,10,"album",65,1
"Tanya Tagaq","Retribution",2005-03-01,10,"album",65,0
"Terror Jr","Bop City",2016-10-21,8,"album",65,0
"The Ballroom Thieves","Deadeye",2016-10-21,14,"album",65,0
"The Oak Ridge Boys","Celebrate Christmas",2016-01-01,10,"album",65,0
"The Pretty Reckless","Who You Selling For",2016-10-21,12,"album",65,0
"The Radio Dept.","Running Out of Love",2016-10-21,10,"album",65,0
"The Riptide Movement","Ghosts",2018-06-08,7,"album",65,0
"Totorro","Come to Mexico",2016-10-21,11,"album",65,0
"Tyler Glenn","Excommunication",2016-10-21,13,"album",65,0
"Van Der Graaf Generator","Do Not Disturb",2018-09-02,15,"album",65,0
"Wovenwar","Honor Is Dead",2016-10-21,11,"album",65,0
"Aaron Lee Tasjan","Silver Tears",2016-10-28,12,"album",65,0
"A Boogie Wit Da Hoodie","TBA",2016-10-28,6,"single",65,0
"About A Mile","Trust You All the Way",2016-10-28,10,"album",65,0
"Adulescens","Ataxia",2018-09-07,16,"album",65,0
"Alejandro Escovedo","Burn Something Beautiful",2016-10-28,13,"album",65,0
"Avenged Sevenfold","The Stage",2017-06-16,11,"album",65,0
"Barnaby Carter","While It Still Blooms",2016-10-28,12,"album",65,0
"Bear McCreary","Outlander: The Series",2014-09-12,1,"single",65,0
"Big Flock","The Great Depression",2018-08-10,12,"album",65,0
"Brandt Brauer Frick","Joy",2014-09-09,15,"album",65,0
"Car Bomb","Meta",2017-02-03,11,"album",65,0
"Cerrone","Red Lips",2015-11-30,1,"single",65,0
"Crowbar","The Serpent Only Lies",2016-10-28,10,"album",65,0
"Dan Whitehouse","EP3",2014-01-01,4,"single",65,0
"Datura4","Hairy Mountain",2016-10-28,10,"album",65,0
"David Teie","Music for Cats",2010-02-02,15,"compilation",65,0
"Declan O'Rourke","In Full Colour",2014-01-01,27,"album",65,0
"Dee Snider","We Are the Ones",2011-01-01,8,"album",65,0
"D.I.T.C.","Sessions",2015-01-12,12,"album",65,0
"DJ Paul","Yots (Year of the Six), Pt. 1",2016-10-28,16,"album",65,0
"DJ Rude One","ONEderful",2016-10-28,10,"album",65,0
"Dope","Blood Money Part 1",2011-10-03,16,"compilation",65,1
"Empire of the Sun","Two Vines",2016-10-28,11,"album",65,0
"Fewjar","Until",2018-06-29,20,"album",65,0
"Foreign Fields","Take Cover",2016-10-28,12,"album",65,0
"Jim James","Eternally Even",2016-11-04,9,"album",65,1
"Kate Tempest","Let Them Eat Chaos",2016-10-07,13,"album",65,0
"Lambchop","Flotus",2016-11-04,11,"album",65,1
"Laura Pausini","Laura Navidad",2012-01-12,1,"single",65,0
"Lee Fields & The Expressions","Special Night",2007-01-22,11,"album",65,0
"lil aaron","GLOING PAIN$",2016-10-31,7,"album",65,0
"Michael Ball & Alfie Boe","Together",2016-04-08,12,"album",65,0
"Minihorse","Big Lack",2016-11-11,5,"single",65,0
"MonkeyJunk","Time to Roll",2013-04-16,10,"album",65,1
"Mother Love Bone","On Earth As It Is: The Complete Works",2016-11-04,40,"album",65,1
"Nathan Sykes","Unfinished Business",2016-11-04,16,"album",65,1
"NOW That's What I Call Music","Vol. 60",2016-11-04,36,"compilation",65,1
"Pixie Geldof","I'm Yours",2010-02-15,7,"compilation",65,0
"Pretty Maids","Kingmaker",2016-11-04,12,"album",65,1
"Robbie Williams","Heavy Entertainment Show",2016-11-04,16,"album",65,1
"Rossington","Take It On Faith",2016-11-04,12,"album",65,1
"SayWeCanFly","Blessed Are Those",2016-11-04,11,"album",65,1
"Shirley Collins","Lodestar",2016-11-04,10,"album",65,1
"Sims","More Than Ever",2018-08-14,14,"album",65,1
"STRFKR","Being No One, Going Nowhere",2016-11-04,11,"album",65,1
"Tender","EPIII",2015-08-08,2,"single",65,0
"The Chainsmokers","Collage",2015-10-16,12,"album",65,0
"The Darcys","Centerfold",2016-02-26,11,"album",65,0
"The Intended","Time Will Tell",2017-11-08,1,"single",65,1
"The Kentucky Headhunters","On Safari",2016-11-04,12,"album",65,1
"The Pooches","The Pooches",2016-09-09,10,"album",65,0
"Tinashe","Nightride",2016-11-04,15,"album",65,1
"Todd Chrisley","A Chrisley Christmas",2016-11-04,14,"album",65,1
"Tyvek","Origin of What",2016-11-04,12,"album",65,1
"v01d","Greeted As Liberators",2016-11-04,9,"album",65,1
"Waterparks","Double Dare",2016-11-03,13,"album",65,1
"Wolves at the Gate","Types & Shadows",2011-01-01,10,"album",65,0
"OG Maco","For Scott",2015-07-30,12,"album",65,0
"Belly of Paris","Peste",2017-06-09,20,"album",65,1
"Thirsty","Albatross",2014-05-27,10,"album",65,0
"Wakrat","Wakrat",2016-11-08,9,"album",65,1
"e-dubble"," Two Tone Rebel",2016-11-08,10,"album",65,1
"Young Lito","In Due Time",2014-04-22,8,"single",65,0
"Dumbfoundead","We Might Die",2016-11-10,10,"album",65,0
"Shakka","The Island",2016-01-15,6,"single",65,1
"Alex Clare","Tail of Lions",2017-01-20,10,"album",65,0
"Animals As Leaders","The Madness of Many",2016-11-11,10,"album",65,0
"Balkan Beat Box","Shout It Out",2010-06-08,12,"album",65,1
"Belly","Inzombia",2016-11-11,11,"album",65,0
"Billy Momo","Seven Rivers Wild",2016-11-11,13,"album",65,0
"Blue Rodeo","1000 Arms",2016-11-11,12,"album",65,0
"Bobby Bazini","Summer Is Gone",2016-10-15,13,"album",65,0
"Body/Head","No Waves",2018-08-13,1,"single",65,0
"Bry","Bry",2018-07-13,10,"album",65,0
"Busted","Night Driver",2008-10-17,11,"album",65,0
"Cath Tyldesley","Rise",2018-05-25,1,"single",65,0
"Chevy Woods","Gang Shit Only",2017-04-15,13,"album",65,1
"Cledus T. Judd","Things I Remember Before I Forget",2016-09-30,37,"album",65,0
"Conspire","The Scenic Route",2012-03-28,14,"album",65,0
"Cory Hanson","The Unborn Capitalist From Limbo",2016-11-11,8,"album",65,0
"Daniel Bachman","Daniel Bachman",2014-07-15,8,"album",65,1
"Dave Wanamaker","Shelter",2016-08-12,1,"single",65,0
"Dragonette","Royal Blues",2016-11-11,13,"album",65,0
"Emeli Sandé","Long Live The Angels",2016-11-11,18,"album",65,0
"Enigma","The Fall of a Rebel Angel",2016-11-11,12,"album",65,0
"Ennio Morricone","Morricone 60",2016-11-11,23,"album",65,0
"Forth Wanderers","Slop",2016-08-12,1,"single",65,0
"Garth Brooks & Trisha Yearwood","Christmas Together",2017-10-27,12,"album",65,1
"Home Free","Full Of (Even More) Cheer",2016-11-11,10,"album",65,0
"Hunted","Hunted",2015-10-02,1,"single",65,1
"Jacuzzi Boys","Ping Pong",2014-07-03,13,"album",65,0
"James Hall & The Steady Wicked","Electric Hex",2016-11-11,10,"album",65,0
"John Sinclair","Beatnik Youth Ambient",2016-11-11,4,"album",65,0
"Leslie Odom Jr."," Simply Christmas ",2017-10-27,12,"album",65,1
"Martha Wainwright","Goodnight City",2016-11-11,12,"album",65,0
"Marty Baller","Marty G Raw",2017-01-03,9,"album",65,0
"Nathan Sykes","Unfinished Business",2016-11-04,16,"album",65,1
"Olly Murs","24 HRS",2016-11-11,16,"album",65,0
"O.T. Genasis","Coke N Butter",2016-11-11,12,"album",65,0
"OWEL","dear me",2018-05-16,5,"single",65,0
"Pavo Pavo","Young Narrator in the Breakers",2016-11-11,12,"album",65,0
"Rhonda Vincent","All the Rage",2012-01-01,10,"album",65,0
"Rik Emmett & RESolution 9","RES9",2016-11-11,11,"album",65,0
"Rodney Cunningham","God Is so Good",2018-09-10,1,"single",65,0
"Romare","Love Songs: Pt. Two",2014-09-18,14,"compilation",65,0
"Ronnie Dunn","Tattooed Heart",2016-11-11,12,"album",65,0
"Sad13","Slugger",2016-02-24,10,"album",65,1
"Simple Minds","Simple Minds Acoustic",2016-11-11,12,"album",65,0
"Sirenia","Dim Days of Dolor",2016-11-11,12,"album",65,0
"Sleigh Bells","Jessica Rabbit",2016-11-11,14,"album",65,0
"Sting","57th & 9th",2016-11-11,13,"album",65,0
"Superjoint","Caught Up in the Gears of Application",2016-11-11,11,"album",65,0
"The Japanese House","Swim Against the Tide",2016-11-11,4,"single",65,0
"Enuff Z'Nuff","Clowns Lounge",2016-12-02,12,"album",65,1
"Grace VanderWaal","Perfectly Imperfect",2016-12-02,5,"single",65,1
"Guy Sebastian","Part 1 EP",2011-05-30,2,"single",65,0
"Hollow Earth","Dead Planet",2008-04-14,12,"album",65,0
"Jean-Michel Jarre","Oxygène 3",2016-12-02,8,"album",65,1
"John Legend","Darkness And Light",2016-12-02,12,"album",65,1
"Kane Brown","Kane Brown",2017-10-06,15,"album",65,0
"Kate Bush","Before the Dawn (Live)",2016-12-02,29,"album",65,1
"Lin-Manuel Miranda","The Hamilton Mixtape",2016-12-02,23,"compilation",65,1
"Måns Zelmerlöw","Chameleon",2017-08-07,1,"single",65,0
"Marracash & Guè Pequeno","Santeria",2016-06-24,15,"album",65,1
"Night Ranger","35 Years and A Night in Chicago",2016-12-02,18,"album",65,1
"Peter Doherty","Hamburg Demonstrations",2016-12-02,11,"album",65,1
"Sienna Skies","A Darker Shade of Truth",2016-12-02,10,"album",65,1
"Smoke DZA & Pete Rock","Don't Smoke Rock",2016-12-02,13,"album",65,1
"Soviet Soviet","Endless",2017-02-23,2,"single",65,0
"Sweet California","3",2018-09-28,18,"album",65,0
"The Last Shadow Puppets","The Dream Synopsis EP",2016-12-02,6,"single",65,1
"The Rolling Stones","Blue & Lonesome",2015-12-04,16,"album",65,0
"Tiziano Ferro","Il Mestiere Della Vita",2016-12-02,13,"album",65,1
"Vaults","Caught In Still Life",2016-12-02,13,"album",65,1
"Trina","Dynasty 6",2007-04-24,12,"album",65,0
"CJ Fly","Flytrap",2016-12-09,14,"album",65,0
"Crown Bella","Crown Me Two",2018-05-25,1,"single",65,0
"Charles Hamilton","Hamilton, Charles",2015-03-18,1,"single",65,0
"Dreamshade","Vibrant",2016-12-09,12,"album",65,0
"J. Cole","4 Your Eyez Only",2016-12-09,10,"album",65,0
"Lloyd","Tru EP",2016-12-09,5,"single",65,0
"Mako","Hourglass",2016-12-09,13,"album",65,0
"Maria Taylor","In the Next Life",2016-12-09,10,"album",65,0
"Neil Young","Peace Trail",2016-12-02,10,"album",65,1
"Peter Broderick","Grunewald",2016-05-27,8,"album",65,0
"Post Malone","Stoney",2016-12-09,18,"album",65,0
"Ruelle","Madness EP",2011-10-04,6,"single",65,1
"Shorty","Moesh Music",2016-12-09,13,"album",65,0
"Tech N9ne","The Storm",2018-06-08,1,"single",65,0
"Those Who Fear","State of Mind",2017-11-24,12,"album",65,0
"Tuki Carter","Tuki Toker",2016-12-09,10,"album",65,0
"Various Artists","Hidden Figures: The Album",2016-12-09,10,"compilation",65,0
"Various Artists","La La Land: Original Motion Picture Soundtrack",2010-10-20,28,"album",65,0
"Zao","The Well-Intentioned Virus",2016-12-09,10,"album",65,0
"Murda","Keep God First",2018-09-03,15,"album",65,0
"Choo Jackson","Choo Where U Goin?",2016-12-12,12,"album",65,0
"Dro Fe","Narcoworld",2016-12-12,13,"album",65,0
"Coca Vango","Cocaine Flow 2",2016-12-13,10,"album",65,0
"Jamil","Black Book 2",2016-12-15,14,"album",65,0
"Stepson","The Beautiful Lie",2016-12-15,3,"single",65,0
"Gabrielle Aplin","Miss You",2017-10-26,1,"single",65,1
"Gucci Mane","The Return of East Atlanta Santa",2016-12-16,13,"album",65,0
"Kid Cudi","Passion, Pain & Demon Slayin'",2016-12-16,19,"album",65,0
"Michael Angelakos","Merry Christmas, Mr. Fields",2016-12-16,15,"album",65,0
"Stefflon Don","Real Ting Mixtape",2016-12-16,11,"album",65,0
"Sk8"," Late 2 The Party",2016-12-16,14,"album",65,0
"Taylor J & Lex Luger","The 91 Family",2016-12-16,8,"album",65,0
"The LOX","Filthy America... It's Beautiful",2016-12-16,12,"album",65,0
"Various Artists","Insecure (Music from the HBO Original Series)",2017-09-08,23,"compilation",65,1
"Snacks","Vibe Wit Me",2018-08-17,1,"single",65,1
"Young Sizzle","I.O.U.",2013-01-01,1,"single",65,0
"Nine Inch Nails","Not the Actual Events",2016-12-23,5,"single",65,0
"President T","T On The Wing",2016-12-23,12,"album",65,0
"Roy Woods","Nocturnal",2016-12-23,7,"album",65,0
"Troy Ave","White Christmas 4",2016-12-24,13,"album",65,0
"Yo Gotti","White Friday (CM9)",2016-12-23,11,"album",65,0
"24hrs","Sunset Blvd EP",2017-06-23,5,"single",65,0
"Run the Jewels","Run the Jewels 3",2016-12-25,14,"album",65,0
"Velial Squad","PULSAR",2018-02-23,1,"single",65,0
"Everybody Hear's Lyrics Song","Knights",2013-10-29,7,"album",65,0
"Austin Mahone"," For Me+You",2018-07-27,10,"album",65,1
"MIK","Last of the Real",2018-06-28,1,"single",65,0
"Brian Eno","Reflection",2015-01-30,14,"album",65,0
"Chief Keef","Two Zero One Seven",2017-01-13,18,"album",65,0
"CHRISTON","Towns",2013-01-01,11,"album",65,0
"Sonta","In My Feelings",2018-05-25,12,"album",65,0
"Tory Lanez","Chixtape 4",2017-01-24,1,"single",65,0
"Trinidad James","The Wake Up 2",2014-09-08,17,"album",65,0
"Bloody Engine","The Culture of Fear",2017-01-03,9,"album",65,0
"Pink Guy","Pink Season",2017-01-04,33,"album",65,0
"Walter Etc.","Always Leaving",2017-06-13,1,"single",65,1
"Sail On! Sail On!","You Are Not You",2013-10-08,5,"single",65,1
"Ismo","De Waarheid 2",2017-01-05,9,"album",65,0
"Breathe Carolina","Oh So Hard EP",2016-12-23,4,"single",65,0
"Chasing Safety","Nomad",2017-05-19,1,"single",65,0
"Dale Watson and Ray Benson","Dale & Ray",2015-07-17,12,"album",65,0
"Eric North","terminal_2",2017-03-20,11,"album",65,0
"Alex Wiley & Mike Gao","Village Party III: Stoner Symphony",2017-01-18,15,"album",65,0
"Kodie Shane","Big Trouble Little Jupiter",2018-01-02,10,"album",65,1
"AFI","AFI (The Blood Album)",2017-01-20,14,"album",65,0
"Alejandro Escovedo","Burn Something Beautiful",2016-10-28,13,"album",65,0
"Austra","Future Politics",2017-01-20,11,"album",65,0
"Aviana","Polarize",2017-01-20,10,"album",65,0
"Bill & Phil","Songs of Darkness and Despair",2017-10-03,13,"album",65,0
"Cardi B","Gangsta Bitch Music Vol. 2",2017-01-20,10,"album",65,0
"Cherry Glazerr","Apocalipstick",2017-01-20,11,"album",65,0
"Chris Thile & Brad Mehldau","Chris Thile & Brad Mehldau",2017-01-20,11,"album",65,0
"Frank Carter & the Rattlesnakes","Modern Ruin",2017-01-20,12,"album",65,0
"Joan of Arc","He's Got The Whole This Land Is Your Land In His Hands",2017-01-20,11,"album",65,0
"John Mayer","The Search For Everything: Wave 1",2017-01-20,4,"single",65,0
"Kamakaze & Massappeals","Royal Blud",2017-01-20,5,"single",65,0
"Kid Koala","Music To Draw To: Satellite",2017-01-20,18,"album",65,0
"Lil Skies","Alone",2018-09-04,1,"single",65,0
"Loyle Carner","Yesterday's Gone",2017-01-20,15,"album",65,0
"Michael Chapman","50",2003-01-01,19,"album",65,1
"Mick Harvey","Intoxicated Women",2017-01-20,15,"album",65,0
"Molly Brazy","Molly World",2018-03-09,14,"album",65,0
"Navarone","Oscillation",2017-02-17,1,"single",65,0
"Palisades","Palisades",2017-01-20,11,"album",65,0
"Problem","Chachiville",2017-01-20,13,"album",65,0
"Shy Girls","Salt",2015-07-04,6,"single",65,1
"Starset","Vessels",2017-01-20,15,"album",65,0
"The Proper Ornaments","Foxhole",2017-03-24,11,"album",65,1
"Tim Cohen","Luck Man",2011-09-09,14,"album",65,0
"Tycho","Epoch",2016-09-30,11,"album",65,0
"Una Healy","The Waiting Game",2018-07-04,7,"album",65,1
"William Basinski","A Shadow In Time",2017-01-20,2,"album",65,0
"WSTR","Red, Green, or Inbetween",2017-01-20,11,"album",65,0
"Ybs Skola","Only Hope",2017-01-20,10,"album",65,0
"Curtismith","Soully, yours",2017-02-13,7,"album",65,0
"Lil Wop -Wopavelli","1/13",2016-08-12,38,"album",65,0
"Aborym","Shifting.Negative",2017-01-25,10,"album",65,0
"Code","Lost Signal EP",2013-06-19,5,"single",65,0
"Toki Asako","Pink",2010-01-01,16,"album",65,0
"Mozzy","Fake Famous",2017-01-26,16,"album",65,0
"The Tiger Lillies","Cold Night in Soho",2017-01-26,16,"album",65,0
"Allison Crutchfield","Tourist in This Town",2017-01-27,10,"album",65,0
"Ariel Pink & Weyes Blood","Myths 002",2017-01-27,4,"single",65,0
"Bell Biv DeVoe","Three Stripes",2017-01-27,10,"album",65,0
"Betraying the Martyrs","The Resilient",2017-01-27,12,"album",65,0
"Boldy James","The Art of Rock Climbing",2017-01-27,7,"album",65,0
"Brantley Gilbert","The Devil Don't Sleep",2017-01-27,16,"album",65,0
"Brigitte DeMeyer & Will Kimbrough","Mockingbird Soul",2017-01-27,12,"album",65,0
"Cloud Nothings","Life Without Sound",2017-01-27,9,"album",65,0
"Dangerkids","blacklist_",2017-01-27,11,"album",65,0
"Deaf Havana","All These Countless Nights",2017-10-27,27,"album",65,1
"Delbert McClinton & Self-Made-Men","Prick of the Litter",2017-01-27,12,"album",65,0
"Delicate Steve","This Is Steve",2017-01-27,10,"album",65,0
"Emptyset","Borders",2013-03-21,13,"album",65,0
"Fancey","Love Mirage",2016-03-11,2,"single",65,0
"Gabriel Garzón-Montano","Jardin",2017-01-27,10,"album",65,0
"Greywind","Afterthoughts",2017-01-27,10,"album",65,0
"Hour of Penance","Cast the First Stone",2017-01-27,9,"album",65,0
"Howe Gelb","Future Standards",2017-01-27,12,"album",65,0
"Japandroids","Near To The Wild Heart Of Life",2017-01-27,8,"album",65,0
"John Garcia","The Coyote Who Spoke In Tongues",2017-01-27,11,"album",65,0
"JT Woodruff","Lonesome",2008-01-01,14,"album",65,0
"Julie Byrne","Not Even Happiness",2017-01-27,9,"album",65,0
"Kehlani","SWEETSEXYSAVAGE",2017-01-27,19,"album",65,0
"Kreator","Gods of Violence",2017-01-27,25,"album",65,0
"Lauren Alaina","Road Less Traveled",2017-01-27,12,"album",65,0
"Leopold and His Fiction","Darling Destroyer",2017-01-27,11,"album",65,0
"Mark Eitzel","Hey Mr. Ferryman",2017-01-27,13,"album",65,0
"Matt Martians","The Drum Chord Theory",2017-01-27,12,"album",65,0
"MICH","MICH",2015-05-22,12,"album",65,0
"Migos","Culture",2018-01-26,24,"album",65,0
"NEW GEN","New Gen",2017-01-27,17,"album",65,0
"P.O.S.","Chill, dummy",2017-01-27,12,"album",65,0
"Priests","Nothing Feels Natural",2017-01-27,10,"album",65,0
"Quinn Sullivan","Midnight Highway",2017-01-27,13,"album",65,0
"Sharky Major","Resurgence",2016-08-25,4,"album",65,0
"Sonder","Into EP",2015-11-06,5,"single",65,0
"Stef Chura","Messes",2017-01-27,11,"album",65,0
"The Northern","Solstice",2018-08-17,15,"compilation",65,1
"The Pinc Lincolns","Joy To The World",2008-09-01,11,"album",65,0
"Tift Merritt","Stitch Of The World",2017-01-27,10,"album",65,0
"Train","a girl a bottle a boat",2017-01-27,11,"album",65,0
"Ty Segall","Ty Segall",2018-01-26,19,"album",65,0
"Various Artists","NOW That's What I Call Music! 61",2017-01-27,22,"compilation",65,0
"Michael Bolton","Songs of Cinema",2017-02-10,10,"album",65,0
"Mors Principium Est ","Embers of a Dying World",2017-02-10,10,"album",65,0
"Mother Mother","No Culture",2017-02-10,10,"album",65,0
"Nines","One Foot Out",2009-10-28,12,"album",65,0
"Overkill","The Grinding Wheel",2017-02-10,11,"album",65,0
"Quelle Chris","Being You Is Great, I Wish I Could Be You More Often",2017-02-10,17,"album",65,0
"Rag 'n' Bone Man","Human",2016-06-10,14,"album",65,0
"Sages","Sleepwalker",2018-01-26,8,"album",65,0
"Sinkane","Life & Livin' It",2018-08-10,14,"album",65,0
"Tall Ships","Impressions",2016-04-15,6,"single",65,0
"Teen Daze","Themes For Dying Earth",2017-02-10,11,"album",65,0
"The Mysterons","Meandering",2018-10-03,10,"album",65,0
"The Sadies","Northern Passages",2017-02-10,11,"album",65,0
"Thievery Corporation","The Temple of I & I",2017-02-10,15,"album",65,0
"Thundamentals","Everyone We Know",2017-02-10,15,"album",65,0
"Ralo","Famerican Gangster 2",2017-02-12,16,"album",65,0
"BTS","You Never Walk Alone",2017-02-13,18,"album",65,0
"CRACKHOUSE","CRACKHOUSE",2010-07-18,10,"album",65,1
"Go Yayo","Fucc Yayo",2017-02-17,17,"album",65,0
"Moneybagg Yo","Heartless",2018-02-14,18,"album",65,0
"Iguana Death Cult","The First Stirrings Of Hideous Insect Life",2017-02-16,9,"album",65,0
"Jay Fizzle","Life of a Lul Gangsta",2017-02-16,13,"album",65,0
"Skyburial","Faithless Eternal",2016-02-16,5,"single",65,1
"Starlito","Manifest Destiny",2017-02-16,14,"album",65,0
"Animal Collective","The Painters EP",2017-02-17,4,"single",65,0
"Artefakt","Kinship",2016-11-25,9,"album",65,0
"Battle Beast"," Bringer of Pain ",2017-02-17,13,"album",65,0
"Benighted","Necrobreed",2017-02-24,14,"album",65,0
"Cassie Marin","Plastique Days",2017-02-17,7,"album",65,0
"Charlie Wilson","In It to Win It",2017-02-17,13,"album",65,0
"Crystal Viper","Queen Of The Witches",2017-02-17,10,"album",65,0
"Danny Worsnop","The Long Road Home",2017-02-17,12,"album",65,0
"Darkest Hour","Godless Prophets & the Migrant Flora",2017-03-10,12,"album",65,0
"Dutch Uncles","Big Balloon",2017-02-17,10,"album",65,0
"Eisley","I'm Only Dreaming",2017-02-17,11,"album",65,0
"Fat Joe and Remy Ma","Plata O Plomo",2017-02-17,12,"album",65,0
"Flume","Skin Companion EP II",2017-02-17,4,"single",65,0
"Frontier Ruckus","Enter The Kingdom",2017-02-17,11,"album",65,0
"Ghost Key","If I Don't Make It",2017-02-17,10,"album",65,0
"Hanni El Khatib","Savage Times",2018-01-01,19,"album",65,1
"High Plains","Cinderland",2017-03-10,9,"album",65,0
"Jens Lekman","Life Will See You Now",2017-02-17,10,"album",65,0
